nodenumber     x-coordinate     y-coordinate pressure-coefficient 
         1  0.000000000E+00 -5.000000000E-01 -3.669554014E+00 
         2 -7.853667950E-03 -4.999383162E-01 -3.667159294E+00 
         3  7.853667950E-03 -4.999383162E-01 -3.667092435E+00 
         4 -1.570539812E-02 -4.997532802E-01 -3.659954288E+00 
         5  1.570539812E-02 -4.997532802E-01 -3.659814438E+00 
         6 -2.355325323E-02 -4.994449375E-01 -3.648063953E+00 
         7  2.355325323E-02 -4.994449375E-01 -3.647840865E+00 
         8 -3.139529692E-02 -4.990133642E-01 -3.631676526E+00 
         9  3.139529692E-02 -4.990133642E-01 -3.631358393E+00 
        10 -3.922959429E-02 -4.984586669E-01 -3.611023818E+00 
        11  3.922959429E-02 -4.984586669E-01 -3.610599241E+00 
        12 -4.705421234E-02 -4.977809823E-01 -3.586361983E+00 
        13  4.705421234E-02 -4.977809823E-01 -3.585822156E+00 
        14 -5.486722048E-02 -4.969804777E-01 -3.557955955E+00 
        15  5.486722048E-02 -4.969804777E-01 -3.557293444E+00 
        16 -6.266669094E-02 -4.960573507E-01 -3.526068155E+00 
        17  6.266669094E-02 -4.960573507E-01 -3.525275977E+00 
        18 -7.045069934E-02 -4.950118289E-01 -3.490951523E+00 
        19  7.045069934E-02 -4.950118289E-01 -3.490025146E+00 
        20 -7.821732508E-02 -4.938441703E-01 -3.452844421E+00 
        21  7.821732508E-02 -4.938441703E-01 -3.451781871E+00 
        22 -8.596465187E-02 -4.925546631E-01 -3.411964442E+00 
        23  8.596465187E-02 -4.925546631E-01 -3.410761643E+00 
        24 -9.369076817E-02 -4.911436254E-01 -3.368519484E+00 
        25  9.369076817E-02 -4.911436254E-01 -3.367170809E+00 
        26 -1.013937677E-01 -4.896114053E-01 -3.322705046E+00 
        27  1.013937677E-01 -4.896114053E-01 -3.321205526E+00 
        28 -1.090717498E-01 -4.879583810E-01 -3.274692500E+00 
        29  1.090717498E-01 -4.879583810E-01 -3.273038002E+00 
        30 -1.167228201E-01 -4.861849602E-01 -3.224640241E+00 
        31  1.167228201E-01 -4.861849602E-01 -3.222828012E+00 
        32 -1.243450907E-01 -4.842915806E-01 -3.172696493E+00 
        33  1.243450907E-01 -4.842915806E-01 -3.170723262E+00 
        34 -1.319366811E-01 -4.822787092E-01 -3.118997701E+00 
        35  1.319366811E-01 -4.822787092E-01 -3.116860159E+00 
        36 -1.394957181E-01 -4.801468428E-01 -3.063670117E+00 
        37  1.394957181E-01 -4.801468428E-01 -3.061364959E+00 
        38 -1.470203366E-01 -4.778965074E-01 -3.006830788E+00 
        39  1.470203366E-01 -4.778965074E-01 -3.004354491E+00 
        40 -1.545086800E-01 -4.755282581E-01 -2.948590898E+00 
        41  1.545086800E-01 -4.755282581E-01 -2.945934968E+00 
        42 -1.619589008E-01 -4.730426794E-01 -2.889055151E+00 
        43  1.619589008E-01 -4.730426794E-01 -2.886201219E+00 
        44 -1.693691606E-01 -4.704403845E-01 -2.828318280E+00 
        45  1.693691606E-01 -4.704403845E-01 -2.825251278E+00 
        46 -1.767376310E-01 -4.677220154E-01 -2.766468795E+00 
        47  1.767376310E-01 -4.677220154E-01 -2.763186630E+00 
        48 -1.840624942E-01 -4.648882429E-01 -2.703603175E+00 
        49  1.840624942E-01 -4.648882429E-01 -2.700090231E+00 
        50 -1.913419426E-01 -4.619397663E-01 -2.639795910E+00 
        51  1.913419426E-01 -4.619397663E-01 -2.636036151E+00 
        52 -1.985741803E-01 -4.588773128E-01 -2.575057815E+00 
        53  1.985741803E-01 -4.588773128E-01 -2.571100100E+00 
        54 -2.057574228E-01 -4.557016383E-01 -2.509495142E+00 
        55  2.057574228E-01 -4.557016383E-01 -2.505351737E+00 
        56 -2.128898977E-01 -4.524135262E-01 -2.443244972E+00 
        57  2.128898977E-01 -4.524135262E-01 -2.438857295E+00 
        58 -2.199698452E-01 -4.490137879E-01 -2.376353181E+00 
        59  2.199698452E-01 -4.490137879E-01 -2.371678613E+00 
        60 -2.269955185E-01 -4.455032621E-01 -2.308876879E+00 
        61  2.269955185E-01 -4.455032621E-01 -2.303891805E+00 
        62 -2.339651840E-01 -4.418828150E-01 -2.240884825E+00 
        63  2.339651840E-01 -4.418828150E-01 -2.235556835E+00 
        64 -2.408771221E-01 -4.381533400E-01 -2.172472190E+00 
        65  2.408771221E-01 -4.381533400E-01 -2.166792445E+00 
        66 -2.477296274E-01 -4.343157572E-01 -2.103773399E+00 
        67  2.477296274E-01 -4.343157572E-01 -2.097677247E+00 
        68 -2.545210091E-01 -4.303710135E-01 -2.034915837E+00 
        69  2.545210091E-01 -4.303710135E-01 -2.028184539E+00 
        70 -2.612495915E-01 -4.263200822E-01 -1.965993153E+00 
        71  2.612495915E-01 -4.263200822E-01 -1.958354205E+00 
        72 -2.679137145E-01 -4.221639628E-01 -1.896968928E+00 
        73  2.679137145E-01 -4.221639628E-01 -1.888261546E+00 
        74 -2.745117339E-01 -4.179036807E-01 -1.827424584E+00 
        75  2.745117339E-01 -4.179036807E-01 -1.817972118E+00 
        76 -2.810420215E-01 -4.135402871E-01 -1.757368237E+00 
        77  2.810420215E-01 -4.135402871E-01 -1.747542220E+00 
        78 -2.875029663E-01 -4.090748587E-01 -1.687181674E+00 
        79  2.875029663E-01 -4.090748587E-01 -1.677023836E+00 
        80 -2.938929739E-01 -4.045084972E-01 -1.616948118E+00 
        81  2.938929739E-01 -4.045084972E-01 -1.606465358E+00 
        82 -3.002104679E-01 -3.998423292E-01 -1.546734785E+00 
        83  3.002104679E-01 -3.998423292E-01 -1.535916039E+00 
        84 -3.064538895E-01 -3.950775062E-01 -1.476596162E+00 
        85  3.064538895E-01 -3.950775062E-01 -1.465434914E+00 
        86 -3.126216981E-01 -3.902152037E-01 -1.406593118E+00 
        87  3.126216981E-01 -3.902152037E-01 -1.395075255E+00 
        88 -3.187123720E-01 -3.852566214E-01 -1.336773667E+00 
        89  3.187123720E-01 -3.852566214E-01 -1.324883855E+00 
        90 -3.247244084E-01 -3.802029828E-01 -1.267184239E+00 
        91  3.247244084E-01 -3.802029828E-01 -1.254912083E+00 
        92 -3.306563240E-01 -3.750555348E-01 -1.197871109E+00 
        93  3.306563240E-01 -3.750555348E-01 -1.185209306E+00 
        94 -3.365066550E-01 -3.698155475E-01 -1.128879623E+00 
        95  3.365066550E-01 -3.698155475E-01 -1.115824544E+00 
        96 -3.422739580E-01 -3.644843137E-01 -1.060255686E+00 
        97  3.422739580E-01 -3.644843137E-01 -1.046806536E+00 
        98 -3.479568101E-01 -3.590631489E-01 -9.920460266E-01 
        99  3.479568101E-01 -3.590631489E-01 -9.782046347E-01 
       100 -3.535538090E-01 -3.535533906E-01 -9.242967916E-01 
       101  3.535538090E-01 -3.535533906E-01 -9.100704469E-01 
       102 -3.590635738E-01 -3.479563983E-01 -8.570532356E-01 
       103  3.590635738E-01 -3.479563983E-01 -8.424598760E-01 
       104 -3.644847450E-01 -3.422735530E-01 -7.903597776E-01 
       105  3.644847450E-01 -3.422735530E-01 -7.754371529E-01 
       106 -3.698159851E-01 -3.365062568E-01 -7.242598956E-01 
       107  3.698159851E-01 -3.365062568E-01 -7.090824612E-01 
       108 -3.750559787E-01 -3.306559327E-01 -6.587965263E-01 
       109  3.750559787E-01 -3.306559327E-01 -6.434902448E-01 
       110 -3.802034327E-01 -3.247240242E-01 -5.940142710E-01 
       111  3.802034327E-01 -3.247240242E-01 -5.786989772E-01 
       112 -3.852570773E-01 -3.187119949E-01 -5.299446746E-01 
       113  3.852570773E-01 -3.187119949E-01 -5.145491502E-01 
       114 -3.902156655E-01 -3.126213282E-01 -4.666247274E-01 
       115  3.902156655E-01 -3.126213282E-01 -4.509872878E-01 
       116 -3.950779737E-01 -3.064535268E-01 -4.041021406E-01 
       117  3.950779737E-01 -3.064535268E-01 -3.880506526E-01 
       118 -3.998428024E-01 -3.002101127E-01 -3.424179486E-01 
       119  3.998428024E-01 -3.002101127E-01 -3.258225727E-01 
       120 -4.045089759E-01 -2.938926261E-01 -2.816141702E-01 
       121  4.045089759E-01 -2.938926261E-01 -2.645540413E-01 
       122 -4.090753428E-01 -2.875026260E-01 -2.217275001E-01 
       123  4.090753428E-01 -2.875026260E-01 -2.043231114E-01 
       124 -4.135407765E-01 -2.810416889E-01 -1.628060304E-01 
       125  4.135407765E-01 -2.810416889E-01 -1.450854171E-01 
       126 -4.179041752E-01 -2.745114090E-01 -1.049317863E-01 
       127  4.179041752E-01 -2.745114090E-01 -8.681615348E-02 
       128 -4.221644623E-01 -2.679133975E-01 -4.812639961E-02 
       129  4.221644623E-01 -2.679133975E-01 -2.952562578E-02 
       130 -4.263205867E-01 -2.612492824E-01  7.624641309E-03 
       131  4.263205867E-01 -2.612492824E-01  2.674481232E-02 
       132 -4.303715228E-01 -2.545207079E-01  6.226632248E-02 
       133  4.303715228E-01 -2.545207079E-01  8.196389994E-02 
       134 -4.343162712E-01 -2.477293342E-01  1.157321151E-01 
       135  4.343162712E-01 -2.477293342E-01  1.360957320E-01 
       136 -4.381538585E-01 -2.408768371E-01  1.679783767E-01 
       137  4.381538585E-01 -2.408768371E-01  1.890828731E-01 
       138 -4.418833380E-01 -2.339649071E-01  2.189727261E-01 
       139  4.418833380E-01 -2.339649071E-01  2.408809999E-01 
       140 -4.455037893E-01 -2.269952499E-01  2.686823989E-01 
       141  4.455037893E-01 -2.269952499E-01  2.914597308E-01 
       142 -4.490143192E-01 -2.199695849E-01  3.170734207E-01 
       143  4.490143192E-01 -2.199695849E-01  3.407664546E-01 
       144 -4.524140616E-01 -2.128896458E-01  3.641164535E-01 
       145  4.524140616E-01 -2.128896458E-01  3.887388374E-01 
       146 -4.557021776E-01 -2.057571793E-01  4.097810972E-01 
       147  4.557021776E-01 -2.057571793E-01  4.352990187E-01 
       148 -4.588778559E-01 -1.985739453E-01  4.540350616E-01 
       149  4.588778559E-01 -1.985739453E-01  4.803446541E-01 
       150 -4.619403129E-01 -1.913417162E-01  4.968508375E-01 
       151  4.619403129E-01 -1.913417162E-01  5.237629507E-01 
       152 -4.648887931E-01 -1.840622763E-01  5.381917467E-01 
       153  4.648887931E-01 -1.840622763E-01  5.654658999E-01 
       154 -4.677225689E-01 -1.767374219E-01  5.780200145E-01 
       155  4.677225689E-01 -1.767374219E-01  6.054213341E-01 
       156 -4.704409412E-01 -1.693689601E-01  6.163087952E-01 
       157  4.704409412E-01 -1.693689601E-01  6.435642729E-01 
       158 -4.730432392E-01 -1.619587091E-01  6.530330545E-01 
       159  4.730432392E-01 -1.619587091E-01  6.797773031E-01 
       160 -4.755288209E-01 -1.545084972E-01  6.881717821E-01 
       161  4.755288209E-01 -1.545084972E-01  7.139439583E-01 
       162 -4.778970729E-01 -1.470201626E-01  7.217083541E-01 
       163  4.778970729E-01 -1.470201626E-01  7.459396370E-01 
       164 -4.801474110E-01 -1.394955530E-01  7.536330062E-01 
       165  4.801474110E-01 -1.394955530E-01  7.756373411E-01 
       166 -4.822792800E-01 -1.319365250E-01  7.839479019E-01 
       167  4.822792800E-01 -1.319365250E-01  8.029148095E-01 
       168 -4.842921537E-01 -1.243449436E-01  8.126651231E-01 
       169  4.842921537E-01 -1.243449436E-01  8.276642437E-01 
       170 -4.861855356E-01 -1.167226819E-01  8.398422122E-01 
       171  4.861855356E-01 -1.167226819E-01  8.498037726E-01 
       172 -4.879589584E-01 -1.090716207E-01  8.654960566E-01 
       173  4.879589584E-01 -1.090716207E-01  8.692897192E-01 
       174 -4.896119847E-01 -1.013936477E-01  8.895557783E-01 
       175  4.896119847E-01 -1.013936477E-01  8.861281094E-01 
       176 -4.911442066E-01 -9.369065729E-02  9.119569609E-01 
       177  4.911442066E-01 -9.369065729E-02  9.003834513E-01 
       178 -4.925552460E-01 -8.596455014E-02  9.326567146E-01 
       179  4.925552460E-01 -8.596455014E-02  9.121827699E-01 
       180 -4.938447547E-01 -7.821723252E-02  9.516289137E-01 
       181  4.938447547E-01 -7.821723252E-02  9.217133152E-01 
       182 -4.950124147E-01 -7.045061597E-02  9.688553955E-01 
       183  4.950124147E-01 -7.045061597E-02  9.292133462E-01 
       184 -4.960579377E-01 -6.266661678E-02  9.843217513E-01 
       185  4.960579377E-01 -6.266661678E-02  9.349568288E-01 
       186 -4.969810659E-01 -5.486715555E-02  9.980155579E-01 
       187  4.969810659E-01 -5.486715555E-02  9.392341908E-01 
       188 -4.977815714E-01 -4.705415666E-02  1.009925639E+00 
       189  4.977815714E-01 -4.705415666E-02  9.423321392E-01 
       190 -4.984592567E-01 -3.922954786E-02  1.020040672E+00 
       191  4.984592567E-01 -3.922954786E-02  9.445155008E-01 
       192 -4.990139547E-01 -3.139525976E-02  1.028349868E+00 
       193  4.990139547E-01 -3.139525976E-02  9.460136913E-01 
       194 -4.994455285E-01 -2.355322535E-02  1.034835374E+00 
       195  4.994455285E-01 -2.355322535E-02  9.470109383E-01 
       196 -4.997538716E-01 -1.570537954E-02  1.039490865E+00 
       197  4.997538716E-01 -1.570537954E-02  9.476452682E-01 
       198 -4.999389079E-01 -7.853658656E-03  1.042293382E+00 
       199  4.999389079E-01 -7.853658656E-03  9.480010311E-01 
       200 -5.000005917E-01  0.000000000E+00  1.043223083E+00 
       201  5.000005917E-01  0.000000000E+00  9.481157151E-01 
       202 -4.999389079E-01  7.853658656E-03  1.042289980E+00 
       203  4.999389079E-01  7.853658656E-03  9.480007916E-01 
       204 -4.997538716E-01  1.570537954E-02  1.039484154E+00 
       205  4.997538716E-01  1.570537954E-02  9.476447723E-01 
       206 -4.994455285E-01  2.355322535E-02  1.034825296E+00 
       207  4.994455285E-01  2.355322535E-02  9.470101289E-01 
       208 -4.990139547E-01  3.139525976E-02  1.028336457E+00 
       209  4.990139547E-01  3.139525976E-02  9.460124589E-01 
       210 -4.984592567E-01  3.922954786E-02  1.020023959E+00 
       211  4.984592567E-01  3.922954786E-02  9.445136800E-01 
       212 -4.977815714E-01  4.705415666E-02  1.009905636E+00 
       213  4.977815714E-01  4.705415666E-02  9.423295082E-01 
       214 -4.969810659E-01  5.486715555E-02  9.979922759E-01 
       215  4.969810659E-01  5.486715555E-02  9.392304749E-01 
       216 -4.960579377E-01  6.266661678E-02  9.842951968E-01 
       217  4.960579377E-01  6.266661678E-02  9.349517074E-01 
       218 -4.950124147E-01  7.045061597E-02  9.688255736E-01 
       219  4.950124147E-01  7.045061597E-02  9.292064658E-01 
       220 -4.938447547E-01  7.821723252E-02  9.515958297E-01 
       221  4.938447547E-01  7.821723252E-02  9.217043058E-01 
       222 -4.925552460E-01  8.596455014E-02  9.326203757E-01 
       223  4.925552460E-01  8.596455014E-02  9.121712647E-01 
       224 -4.911442066E-01  9.369065729E-02  9.119173796E-01 
       225  4.911442066E-01  9.369065729E-02  9.003691057E-01 
       226 -4.896119847E-01  1.013936477E-01  8.895129827E-01 
       227  4.896119847E-01  1.013936477E-01  8.861106170E-01 
       228 -4.879589584E-01  1.090716207E-01  8.654500946E-01 
       229  4.879589584E-01  1.090716207E-01  8.692688227E-01 
       230 -4.861855356E-01  1.167226819E-01  8.397931639E-01 
       231  4.861855356E-01  1.167226819E-01  8.497792689E-01 
       232 -4.842921537E-01  1.243449436E-01  8.126129805E-01 
       233  4.842921537E-01  1.243449436E-01  8.276359835E-01 
       234 -4.822792800E-01  1.319365250E-01  7.838925893E-01 
       235  4.822792800E-01  1.319365250E-01  8.028826926E-01 
       236 -4.801474110E-01  1.394955530E-01  7.535744932E-01 
       237  4.801474110E-01  1.394955530E-01  7.756013084E-01 
       238 -4.778970729E-01  1.470201626E-01  7.216466174E-01 
       239  4.778970729E-01  1.470201626E-01  7.458996622E-01 
       240 -4.755288209E-01  1.545084972E-01  6.881068081E-01 
       241  4.755288209E-01  1.545084972E-01  7.139000386E-01 
       242 -4.730432392E-01  1.619587091E-01  6.529648354E-01 
       243  4.730432392E-01  1.619587091E-01  6.797294517E-01 
       244 -4.704409412E-01  1.693689601E-01  6.162373267E-01 
       245  4.704409412E-01  1.693689601E-01  6.435125121E-01 
       246 -4.677225689E-01  1.767374219E-01  5.779452948E-01 
       247  4.677225689E-01  1.767374219E-01  6.053656903E-01 
       248 -4.648887931E-01  1.840622763E-01  5.381137767E-01 
       249  4.648887931E-01  1.840622763E-01  5.654064076E-01 
       250 -4.619403129E-01  1.913417162E-01  4.967696201E-01 
       251  4.619403129E-01  1.913417162E-01  5.236996139E-01 
       252 -4.588778559E-01  1.985739453E-01  4.539506062E-01 
       253  4.588778559E-01  1.985739453E-01  4.802774767E-01 
       254 -4.557021776E-01  2.057571793E-01  4.096934107E-01 
       255  4.557021776E-01  2.057571793E-01  4.352280359E-01 
       256 -4.524140616E-01  2.128896458E-01  3.640255381E-01 
       257  4.524140616E-01  2.128896458E-01  3.886640847E-01 
       258 -4.490143192E-01  2.199695849E-01  3.169792814E-01 
