nodenumber     x-coordinate     y-coordinate pressure-coefficient 
         1 -1.840622763E-01 -6.034847945E-02 -8.740374922E-02 
         2 -2.128896458E-01 -6.034247995E-02 -8.223302220E-02 
         3 -1.545084972E-01 -5.998010666E-02 -8.981242555E-02 
         4 -2.408768371E-01 -5.995091047E-02 -7.388978544E-02 
         5 -1.243449436E-01 -5.925319214E-02 -8.982205879E-02 
         6 -2.679133975E-01 -5.916703310E-02 -6.199847837E-02 
         7 -9.369065729E-02 -5.818807383E-02 -8.778144549E-02 
         8 -2.938926261E-01 -5.798815993E-02 -4.608341523E-02 
         9 -6.266661678E-02 -5.680915567E-02 -8.402539349E-02 
        10 -3.187119949E-01 -5.641510362E-02 -2.544027970E-02 
        11 -3.139525976E-02 -5.514418009E-02 -7.884674695E-02 
        12 -3.422735530E-01 -5.445160456E-02  6.910318700E-04 
        13 -1.000000000E-16 -5.322328660E-02 -7.246491695E-02 
        14 -3.644843137E-01 -5.210385207E-02  3.326161918E-02 
        15  3.139525976E-02 -5.107795954E-02 -6.515714249E-02 
        16 -3.852566214E-01 -4.938019816E-02  7.358822518E-02 
        17  6.266661678E-02 -4.873998308E-02 -5.723420377E-02 
        18 -4.045084972E-01 -4.629112784E-02  1.232247926E-01 
        19  9.369065729E-02 -4.624051911E-02 -4.884729441E-02 
        20  1.243449436E-01 -4.360940331E-02 -4.006422362E-02 
        21 -4.221639628E-01 -4.284950302E-02  1.837706181E-01 
        22  1.545084972E-01 -4.087472159E-02 -3.094707835E-02 
        23 -4.381533400E-01 -3.907104688E-02  2.571660111E-01 
        24  1.840622763E-01 -3.806268744E-02 -2.152779159E-02 
        25  2.128896458E-01 -3.519779778E-02 -1.179205831E-02 
        26 -4.524135262E-01 -3.497498855E-02  3.494683491E-01 
        27  2.408768371E-01 -3.230320684E-02 -1.626377068E-03 
        28 -4.648882429E-01 -3.058475268E-02  4.656312005E-01 
        29  2.679133975E-01 -2.940123054E-02  9.116996657E-03 
        30  2.938926261E-01 -2.651388090E-02  2.056531911E-02 
        31 -4.755282581E-01 -2.592856014E-02  6.054709550E-01 
        32  3.187119949E-01 -2.366333289E-02  3.285439648E-02 
        33 -4.842915806E-01 -2.103980837E-02  7.598297779E-01 
        34  3.422735530E-01 -2.087224339E-02  4.611710377E-02 
        35  3.644843137E-01 -1.816387037E-02  6.048136920E-02 
        36 -4.911436254E-01 -1.595712257E-02  8.926232907E-01 
        37  3.852566214E-01 -1.556197435E-02  7.607344262E-02 
        38  4.045084972E-01 -1.309051883E-02  9.302786707E-02 
        39  4.221639628E-01 -1.077321534E-02  1.115062070E-01 
        40 -4.960573507E-01 -1.072400942E-02  9.317555587E-01 
        41  4.381533400E-01 -8.632977998E-03  1.317273564E-01 
        42  4.524135262E-01 -6.691359978E-03  1.540206583E-01 
        43 -4.990133642E-01 -5.388096926E-03  7.768701776E-01 
        44  4.648882429E-01 -4.968038931E-03  1.789037832E-01 
        45  4.755282581E-01 -3.480402612E-03  2.072893799E-01 
        46  4.842915806E-01 -2.243263192E-03  2.405526380E-01 
        47  4.911436254E-01 -1.268703414E-03  2.817822375E-01 
        48  4.960573507E-01 -5.660348559E-04  3.319289100E-01 
