nodenumber     x-coordinate     y-coordinate pressure-coefficient 
        35 -2.841947238E-01 -4.391430365E-02  1.982108028E-01 
        36 -3.851774102E-01 -4.386753138E-02  2.491023817E-01 
        37 -2.809552587E-01 -4.382969383E-02  1.976657826E-01 
        38 -3.876688605E-01 -4.374837507E-02  2.525599826E-01 
        39 -2.776984771E-01 -4.374200649E-02  1.971272752E-01 
        40 -2.744245282E-01 -4.365135728E-02  1.965974544E-01 
        41 -3.901363794E-01 -4.362098197E-02  2.562072168E-01 
        42 -2.711336802E-01 -4.355787222E-02  1.960719180E-01 
        43 -3.925798181E-01 -4.348523777E-02  2.600580040E-01 
        44 -2.678260820E-01 -4.346165288E-02  1.955504504E-01 
        45 -2.645019424E-01 -4.336283940E-02  1.950291586E-01 
        46 -3.949990276E-01 -4.334100202E-02  2.641218194E-01 
        47 -2.611614997E-01 -4.326152168E-02  1.945058734E-01 
        48 -3.973938887E-01 -4.318818385E-02  2.684048125E-01 
        49 -2.578049328E-01 -4.315780759E-02  1.939825218E-01 
        50 -2.544324801E-01 -4.305180127E-02  1.934560218E-01 
        51 -3.997642230E-01 -4.302667265E-02  2.729169053E-01 
        52 -2.510442906E-01 -4.294360005E-02  1.929259320E-01 
        53 -4.021099112E-01 -4.285634962E-02  2.776683460E-01 
        54 -2.476406326E-01 -4.283332221E-02  1.923885880E-01 
        55 -2.442216849E-01 -4.272104985E-02  1.918426324E-01 
        56 -4.044307747E-01 -4.267711043E-02  2.826676315E-01 
        57 -2.407876710E-01 -4.260687217E-02  1.912896602E-01 
        58 -2.373387846E-01 -4.249087138E-02  1.907284747E-01 
        59 -4.067266945E-01 -4.248887616E-02  2.879199214E-01 
        60 -2.338752643E-01 -4.237314043E-02  1.901576845E-01 
        61 -4.089975216E-01 -4.229155457E-02  2.934406818E-01 
        62 -2.303973037E-01 -4.225376439E-02  1.895750121E-01 
        63 -2.269051263E-01 -4.213280695E-02  1.889811792E-01 
        64 -4.112431073E-01 -4.208502410E-02  2.992418329E-01 
        65 -2.233989557E-01 -4.201034684E-02  1.883775070E-01 
        66 -2.198789857E-01 -4.188647895E-02  1.877579224E-01 
        67 -4.134633027E-01 -4.186922336E-02  3.053301781E-01 
        68 -2.163454546E-01 -4.176122834E-02  1.871270661E-01 
        69 -4.156580186E-01 -4.164406770E-02  3.117162583E-01 
        70 -2.127985562E-01 -4.163471788E-02  1.864807655E-01 
        71 -2.092385438E-01 -4.150693281E-02  1.858219944E-01 
        72 -4.178271062E-01 -4.140949001E-02  3.184054669E-01 
        73 -2.056656112E-01 -4.137800061E-02  1.851518017E-01 
        74 -2.020799819E-01 -4.124794078E-02  1.844633527E-01 
        75 -4.199703868E-01 -4.116542733E-02  3.254151933E-01 
        76 -1.984818795E-01 -4.111680525E-02  1.837631609E-01 
        77 -1.948715274E-01 -4.098463950E-02  1.830499214E-01 
        78 -4.220877715E-01 -4.091176968E-02  3.327553554E-01 
        79 -1.912491492E-01 -4.085151632E-02  1.823203556E-01 
        80 -1.876149684E-01 -4.071744400E-02  1.815754330E-01 
        81 -4.241791112E-01 -4.064849577E-02  3.404350165E-01 
        82 -1.839692086E-01 -4.058246400E-02  1.808196118E-01 
        83 -1.803120934E-01 -4.044663496E-02  1.800481362E-01 
        84 -4.262442872E-01 -4.037552261E-02  3.484631403E-01 
        85 -1.766438610E-01 -4.030997907E-02  1.792603763E-01 
        86 -1.729647054E-01 -4.017251193E-02  1.784605054E-01 
        87 -4.282831802E-01 -4.009283317E-02  3.568478717E-01 
        88 -1.692748947E-01 -4.003427735E-02  1.776470730E-01 
        89 -1.655746226E-01 -3.989528333E-02  1.768201442E-01 
        90 -4.302956420E-01 -3.980035212E-02  3.656027401E-01 
        91 -1.618641276E-01 -3.975555946E-02  1.759815276E-01 
        92 -1.581436482E-01 -3.961512735E-02  1.751289235E-01 
        93 -4.322815532E-01 -3.949805179E-02  3.747318030E-01 
        94 -1.544134078E-01 -3.947398107E-02  1.742663388E-01 
        95 -1.506736301E-01 -3.933217087E-02  1.733912615E-01 
        96 -1.469245533E-01 -3.918967552E-02  1.725038788E-01 
        97 -4.342408250E-01 -3.918589203E-02  3.842458310E-01 
        98 -1.431664160E-01 -3.904651683E-02  1.716076610E-01 
        99 -1.393994269E-01 -3.890269525E-02  1.707011568E-01 
       100 -4.361732789E-01 -3.886384364E-02  3.941498093E-01 
       101 -1.356238392E-01 -3.875822847E-02  1.697845978E-01 
       102 -1.318398764E-01 -3.861309822E-02  1.688590380E-01 
       103 -4.380788257E-01 -3.853189829E-02  4.044515764E-01 
       104 -1.280477771E-01 -3.846730155E-02  1.679284102E-01 
       105 -1.242477796E-01 -3.832086313E-02  1.669888580E-01 
       106 -4.399573765E-01 -3.819001314E-02  4.151595673E-01 
       107 -1.204401001E-01 -3.817375444E-02  1.660424417E-01 
       108 -1.166249919E-01 -3.802599605E-02  1.650893874E-01 
       109 -1.128026859E-01 -3.787754163E-02  1.641321418E-01 
       110 -4.418087826E-01 -3.783820176E-02  4.262792062E-01 
       111 -1.089734057E-01 -3.772842315E-02  1.631712605E-01 
       112 -1.051374046E-01 -3.757861495E-02  1.622040378E-01 
       113 -4.436329254E-01 -3.747643640E-02  4.378173791E-01 
       114 -1.012949062E-01 -3.742810563E-02  1.612348176E-01 
       115 -9.744615639E-02 -3.727687685E-02  1.602638445E-01 
       116 -9.359138608E-02 -3.712492155E-02  1.592925928E-01 
       117 -4.454297157E-01 -3.710471979E-02  4.497787576E-01 
       118 -8.973084124E-02 -3.697224564E-02  1.583180625E-01 
       119 -8.586475278E-02 -3.681879859E-02  1.573441926E-01 
       120 -4.471990349E-01 -3.672307074E-02  4.621902396E-01 
       121 -8.199335918E-02 -3.666459090E-02  1.563731302E-01 
       122 -7.811689888E-02 -3.650960699E-02  1.554010801E-01 
       123 -7.423561773E-02 -3.635380722E-02  1.544333997E-01 
       124 -4.489407641E-01 -3.633150487E-02  4.750903483E-01 
       125 -7.034975419E-02 -3.619720190E-02  1.534694317E-01 
       126 -6.645953923E-02 -3.603976905E-02  1.525077407E-01 
       127 -4.506547851E-01 -3.593001978E-02  4.884742228E-01 
       128 -6.256521879E-02 -3.588150017E-02  1.515495279E-01 
       129 -5.866703123E-02 -3.572234834E-02  1.505984559E-01 
       130 -5.476522249E-02 -3.556232379E-02  1.496548065E-01 
       131 -4.523410384E-01 -3.551865110E-02  5.023266933E-01 
       132 -5.086002723E-02 -3.540140121E-02  1.487171115E-01 
       133 -4.695168767E-02 -3.523958313E-02  1.477858877E-01 
       134 -4.539993759E-01 -3.509741967E-02  5.166469105E-01 
       135 -4.304044594E-02 -3.507682956E-02  1.468625344E-01 
       136 -3.912654418E-02 -3.491313686E-02  1.459499263E-01 
       137 -3.521022086E-02 -3.474850414E-02  1.450445330E-01 
       138 -4.556297384E-01 -3.466636167E-02  5.314287942E-01 
       139 -3.129171813E-02 -3.458289875E-02  1.441492550E-01 
       140 -2.737128002E-02 -3.441631989E-02  1.432653016E-01 
       141 -2.344914681E-02 -3.424873855E-02  1.423932592E-01 
       142 -4.572319775E-01 -3.422553736E-02  5.466691116E-01 
       143 -1.952556066E-02 -3.408015461E-02  1.415343709E-01 
       144 -1.560076185E-02 -3.391056464E-02  1.406874228E-01 
       145 -4.588060346E-01 -3.377498095E-02  5.623626642E-01 
       146 -1.167499636E-02 -3.373997430E-02  1.398500507E-01 
       147 -7.748504338E-03 -3.356832716E-02  1.390290607E-01 
       148 -3.821527164E-03 -3.339567942E-02  1.382212542E-01 
       149 -4.603517911E-01 -3.331475586E-02  5.785034579E-01 
       150  1.056921908E-04 -3.322196683E-02  1.374267590E-01 
       151  4.032911505E-03 -3.304722522E-02  1.366497769E-01 
       152  7.959888624E-03 -3.287143988E-02  1.358850601E-01 
       153 -4.618691287E-01 -3.284491893E-02  5.950825905E-01 
       154  1.188638048E-02 -3.269460387E-02  1.351369727E-01 
       155  1.581214583E-02 -3.251672795E-02  1.344040741E-01 
       156 -4.633580183E-01 -3.236552551E-02  6.120870519E-01 
       157  1.973694436E-02 -3.233780848E-02  1.336860381E-01 
       158  2.366053023E-02 -3.215784577E-02  1.329844359E-01 
       159  2.758266310E-02 -3.197685077E-02  1.322986350E-01 
       160 -4.648183417E-01 -3.187665824E-02  6.295006041E-01 
       161  3.150310083E-02 -3.179482723E-02  1.316284264E-01 
       162  3.542160312E-02 -3.161177894E-02  1.309747600E-01 
       163  3.933792596E-02 -3.142771371E-02  1.303381973E-01 
       164 -4.662499806E-01 -3.137841046E-02  6.473029644E-01 
       165  4.325182717E-02 -3.124265153E-02  1.297174507E-01 
       166  4.716306834E-02 -3.105659470E-02  1.291129294E-01 
       167 -4.676529064E-01 -3.087084251E-02  6.654736718E-01 
       168  5.107140729E-02 -3.086956170E-02  1.285252745E-01 
       169  5.497660187E-02 -3.068156571E-02  1.279537728E-01 
       170  5.887840992E-02 -3.049262521E-02  1.273984584E-01 
       171 -4.690269712E-01 -3.035405745E-02  6.839846355E-01 
       172  6.277659674E-02 -3.030275348E-02  1.268593518E-01 
       173  6.667091644E-02 -3.011197294E-02  1.263365665E-01 
       174  7.056113058E-02 -2.992030746E-02  1.258288540E-01 
       175 -4.703721163E-01 -2.982815338E-02  7.028008836E-01 
       176  7.444699329E-02 -2.972777059E-02  1.253370110E-01 
       177  7.832827357E-02 -2.953439189E-02  1.248608997E-01 
       178  8.220473300E-02 -2.934019372E-02  1.243993055E-01 
       179 -4.716882535E-01 -2.929324258E-02  7.218848165E-01 
       180  8.607612570E-02 -2.914519874E-02  1.239529486E-01 
       181  8.994221322E-02 -2.894944028E-02  1.235209025E-01 
       182  9.380275713E-02 -2.875294431E-02  1.231021052E-01 
       183 -4.729753251E-01 -2.874941015E-02  7.411923800E-01 
       184  9.765752648E-02 -2.855573371E-02  1.226976315E-01 
       185  1.015062753E-01 -2.835784882E-02  1.223060586E-01 
       186 -4.742332424E-01 -2.819678730E-02  7.606706913E-01 
       187  1.053487727E-01 -2.815930880E-02  1.219270830E-01 
       188  1.091847728E-01 -2.796015104E-02  1.215614049E-01 
       189  1.130140520E-01 -2.776041577E-02  1.212061337E-01 
       190 -4.754619475E-01 -2.763548668E-02  7.802596686E-01 
       191  1.168363570E-01 -2.756012072E-02  1.208628089E-01 
       192  1.206514643E-01 -2.735931367E-02  1.205309789E-01 
       193  1.244591428E-01 -2.715802099E-02  1.202089815E-01 
       194 -4.766613228E-01 -2.706565913E-02  7.998921061E-01 
       195  1.282591393E-01 -2.695627988E-02  1.198975594E-01 
       196  1.320512377E-01 -2.675412400E-02  1.195955737E-01 
       197  1.358351995E-01 -2.655159243E-02  1.193022441E-01 
       198 -4.778313108E-01 -2.648741211E-02  8.194914476E-01 
       199  1.396107862E-01 -2.634872233E-02  1.190165289E-01 
       200  1.433777745E-01 -2.614554723E-02  1.187381057E-01 
       201  1.471359109E-01 -2.594210273E-02  1.184668197E-01 
       202 -4.789718529E-01 -2.590089843E-02  8.389687876E-01 
       203  1.508849867E-01 -2.573842785E-02  1.182016884E-01 
       204  1.546247637E-01 -2.553455960E-02  1.179415222E-01 
       205  1.583550032E-01 -2.533052816E-02  1.176867762E-01 
       206 -4.800828918E-01 -2.530624990E-02  8.582268825E-01 
       207  1.620754819E-01 -2.512637430E-02  1.174366407E-01 
       208  1.657859761E-01 -2.492213175E-02  1.171900187E-01 
       209  1.694862475E-01 -2.471784114E-02  1.169460410E-01 
       210 -4.811643105E-01 -2.470363248E-02  8.771541646E-01 
       211  1.731760575E-01 -2.451353254E-02  1.167042515E-01 
       212  1.768552126E-01 -2.430924128E-02  1.164644664E-01 
       213  1.805234443E-01 -2.410500439E-02  1.162253959E-01 
       214 -4.822161106E-01 -2.409317541E-02  8.956268005E-01 
       215  1.841805590E-01 -2.390084823E-02  1.159873173E-01 
       216  1.878263183E-01 -2.369680996E-02  1.157497138E-01 
       217  1.914604986E-01 -2.349292282E-02  1.155111040E-01 
       218 -4.832382051E-01 -2.347505056E-02  9.135062963E-01 
       219  1.950828764E-01 -2.328921127E-02  1.152717235E-01 
       220  1.986932282E-01 -2.308570711E-02  1.150315134E-01 
       221  2.022913304E-01 -2.288244530E-02  1.147886164E-01 
       222 -4.842305073E-01 -2.284942761E-02  9.306382204E-01 
       223  2.058769594E-01 -2.267944831E-02  1.145428214E-01 
       224  2.094498918E-01 -2.247674224E-02  1.142944496E-01 
       225  2.130099041E-01 -2.227435335E-02  1.140429327E-01 
       226 -4.851929891E-01 -2.221647433E-02  9.468500816E-01 
       227  2.165568024E-01 -2.207231075E-02  1.137867528E-01 
       228  2.200903335E-01 -2.187062818E-02  1.135266275E-01 
       229  2.236103036E-01 -2.166933484E-02  1.132623547E-01 
       230 -4.861255642E-01 -2.157638124E-02  9.619498105E-01 
       231  2.271164743E-01 -2.146844585E-02  1.129929234E-01 
       232  2.306086518E-01 -2.126797985E-02  1.127189342E-01 
       233  2.340866126E-01 -2.106795725E-02  1.124393146E-01 
       234 -4.870282057E-01 -2.092929697E-02  9.757193057E-01 
       235  2.375501332E-01 -2.086839636E-02  1.121533154E-01 
       236  2.409990199E-01 -2.066930492E-02  1.118614624E-01 
       237  2.444330342E-01 -2.047070139E-02  1.115637524E-01 
       238 -4.879008561E-01 -2.027542248E-02  9.879164679E-01 
       239  2.478519823E-01 -2.027259667E-02  1.112591840E-01 
       240  2.512556408E-01 -2.007499657E-02  1.109485895E-01 
       241  2.546438308E-01 -1.987791022E-02  1.106319477E-01 
       242  2.580162840E-01 -1.968134703E-02  1.103089218E-01 
       243 -4.887434594E-01 -1.961493861E-02  9.982676514E-01 
       244  2.613728515E-01 -1.948531226E-02  1.099792201E-01 
       245  2.647132948E-01 -1.928980802E-02  1.096432190E-01 
       246  2.680374351E-01 -1.909483935E-02  1.093007717E-01 
       247 -4.895559881E-01 -1.894803112E-02  1.006460343E+00 
       248  2.713450339E-01 -1.890040125E-02  1.089526849E-01 
       249  2.746358826E-01 -1.870650241E-02  1.085988996E-01 
       250  2.779098321E-01 -1.851313177E-02  1.082390135E-01 
       251  2.811666143E-01 -1.832028945E-02  1.078746433E-01 
       252 -4.903383266E-01 -1.827495241E-02  1.012148450E+00 
       253  2.844060801E-01 -1.812797120E-02  1.075049518E-01 
       254  2.876279911E-01 -1.793616641E-02  1.071310786E-01 
       255  2.908321982E-01 -1.774487267E-02  1.067531215E-01 
       256 -4.910905080E-01 -1.759582932E-02  1.014933693E+00 
       257  2.940184332E-01 -1.755408259E-02  1.063708283E-01 
       258  2.971865470E-01 -1.736378288E-02  1.059854326E-01 
       259  3.003363609E-01 -1.717395718E-02  1.055981052E-01 
       260  3.034676364E-01 -1.698460301E-02  1.052084640E-01 
       261 -4.918124753E-01 -1.691088444E-02  1.014337678E+00 
       262  3.065801946E-01 -1.679570036E-02  1.048177189E-01 
       263  3.096738567E-01 -1.660724093E-02  1.044268740E-01 
       264  3.127484142E-01 -1.641919965E-02  1.040374395E-01 
       265  3.158036881E-01 -1.623157363E-02  1.036495845E-01 
       266 -4.925041426E-01 -1.622036714E-02  1.010004539E+00 
       267  3.188394997E-01 -1.604433721E-02  1.032632552E-01 
       268  3.218556402E-01 -1.585747715E-02  1.028807453E-01 
       269  3.248519309E-01 -1.567097478E-02  1.025020468E-01 
       270 -4.931655133E-01 -1.552444045E-02  1.001632808E+00 
       271  3.278281930E-01 -1.548481135E-02  1.021284080E-01 
       272  3.307842475E-01 -1.529896646E-02  1.017611628E-01 
       273  3.337198859E-01 -1.511342501E-02  1.014013542E-01 
       274  3.366349592E-01 -1.492816446E-02  1.010498323E-01 
       275 -4.937965300E-01 -1.482335360E-02  9.888220750E-01 
       276  3.395292884E-01 -1.474316209E-02  1.007089054E-01 
       277  3.424026650E-01 -1.455840969E-02  1.003786347E-01 
       278  3.452549102E-01 -1.437388221E-02  1.000599438E-01 
       279  3.480858748E-01 -1.418955681E-02  9.975621816E-02 
       280 -4.943971370E-01 -1.411734301E-02  9.711778389E-01 
       281  3.508953802E-01 -1.400542237E-02  9.946725302E-02 
       282  3.536832473E-01 -1.382145169E-02  9.919542146E-02 
       283  3.564492975E-01 -1.363763399E-02  9.894271493E-02 
       284  3.591933817E-01 -1.345394714E-02  9.870975061E-02 
       285 -4.949673667E-01 -1.340654679E-02  9.482956936E-01 
       286  3.619152912E-01 -1.327037880E-02  9.849810325E-02 
       287  3.646149068E-01 -1.308690766E-02  9.830713944E-02 
       288  3.672920200E-01 -1.290352255E-02  9.813757058E-02 
       289  3.699465114E-01 -1.272020764E-02  9.799265351E-02 
       290 -4.955071316E-01 -1.269126444E-02  9.197831199E-01 
       291  3.725781426E-01 -1.253695678E-02  9.787605393E-02 
       292  3.751868242E-01 -1.235374486E-02  9.779205767E-02 
       293  3.777723774E-01 -1.217057274E-02  9.774097150E-02 
       294  3.803346233E-01 -1.198742462E-02  9.772413710E-02 
       295 -4.960164050E-01 -1.197170843E-02  8.852404334E-01 
       296  3.828734129E-01 -1.180430097E-02  9.774267016E-02 
       297  3.853885973E-01 -1.162118026E-02  9.779939481E-02 
       298  3.878800273E-01 -1.143807317E-02  9.789518767E-02 
       299  3.903475241E-01 -1.125496918E-02  9.803047650E-02 
       300 -4.964951581E-01 -1.124811380E-02  8.442586460E-01 
       301  3.927909387E-01 -1.107186913E-02  9.820940757E-02 
       302  3.952101221E-01 -1.088877393E-02  9.843230037E-02 
       303  3.976049550E-01 -1.070568339E-02  9.870119358E-02 
       304  3.999752587E-01 -1.052260086E-02  9.901871358E-02 
       305 -4.969433925E-01 -1.052066739E-02  7.964419406E-01 
       306  4.023209139E-01 -1.033953640E-02  9.938626621E-02 
       307  4.046417417E-01 -1.015650263E-02  9.980455145E-02 
       308  4.069376230E-01 -9.973502516E-03  1.002768788E-01 
       309  4.092084087E-01 -9.790547195E-03  1.008069122E-01 
       310 -4.973610491E-01 -9.789654163E-03  7.414303086E-01 
       311  4.114539498E-01 -9.607662869E-03  1.013945251E-01 
       312  4.136740973E-01 -9.424864401E-03  1.020408045E-01 
       313  4.158687618E-01 -9.242163468E-03  1.027502389E-01 
       314  4.180377941E-01 -9.059585663E-03  1.035241164E-01 
       315 -4.977480982E-01 -9.055319584E-03  6.789109564E-01 
       316  4.201810156E-01 -8.877154633E-03  1.043651743E-01 
       317  4.222983368E-01 -8.694906057E-03  1.052732474E-01 
       318  4.243896087E-01 -8.512860040E-03  1.062507897E-01 
       319  4.264547120E-01 -8.331056330E-03  1.073003217E-01 
       320 -4.981045388E-01 -8.317860224E-03  6.086229154E-01 
       321  4.284935275E-01 -8.149519457E-03  1.084235814E-01 
       322  4.305059063E-01 -7.968295651E-03  1.096237056E-01 
       323  4.324917290E-01 -7.787424295E-03  1.109000666E-01 
       324  4.344509064E-01 -7.606935862E-03  1.122574030E-01 
       325 -4.984303395E-01 -7.577528466E-03  5.303858501E-01 
       326  4.363832596E-01 -7.426890879E-03  1.136957870E-01 
       327  4.382886991E-01 -7.247324861E-03  1.152166654E-01 
       328  4.401671355E-01 -7.068288053E-03  1.168233173E-01 
       329  4.420184199E-01 -6.889831611E-03  1.185168422E-01 
       330 -4.987254975E-01 -6.834516306E-03  4.440981902E-01 
       331  4.438424331E-01 -6.712015957E-03  1.202990568E-01 
       332  4.456390854E-01 -6.534896805E-03  1.221696954E-01 
       333  4.474082579E-01 -6.358521469E-03  1.241337275E-01 
       334  4.491498314E-01 -6.182954058E-03  1.261946647E-01 
       335 -4.989899495E-01 -6.089169966E-03  3.497845398E-01 
       336  4.508636865E-01 -6.008267593E-03  1.283499838E-01 
       337  4.525497638E-01 -5.834518109E-03  1.306015541E-01 
       338  4.542079140E-01 -5.661778129E-03  1.329522147E-01 
       339  4.558380778E-01 -5.490105987E-03  1.354047077E-01 
       340 -4.992236904E-01 -5.341701997E-03  2.475790326E-01 
       341  4.574401061E-01 -5.319581494E-03  1.379608719E-01 
       342  4.590139392E-01 -5.150272231E-03  1.406211533E-01 
       343  4.605594580E-01 -4.982253550E-03  1.433882113E-01 
       344  4.620765433E-01 -4.815605157E-03  1.462635800E-01 
       345  4.635651652E-01 -4.650397481E-03  1.492487163E-01 
       346 -4.994267144E-01 -4.592309531E-03  1.377364495E-01 
       347  4.650252046E-01 -4.486707762E-03  1.523466716E-01 
       348  4.664565423E-01 -4.324618014E-03  1.555602368E-01 
       349  4.678591486E-01 -4.164205421E-03  1.588905527E-01 
       350  4.692328743E-01 -4.005563116E-03  1.623379064E-01 
       351  4.705776598E-01 -3.848768667E-03  1.659042160E-01 
       352 -4.995989847E-01 -3.841306019E-03  2.067658906E-02 
       353  4.718934159E-01 -3.693899408E-03  1.695953798E-01 
       354  4.731800829E-01 -3.541047290E-03  1.734115156E-01 
       355  4.744375714E-01 -3.390290719E-03  1.773550484E-01 
       356  4.756658217E-01 -3.241716839E-03  1.814294418E-01 
       357  4.768647151E-01 -3.095405501E-03  1.856400030E-01 
       358 -4.997404930E-01 -3.088908634E-03 -1.030235585E-01 
       359  4.780341913E-01 -2.951459251E-03  1.899866378E-01 
       360  4.791741911E-01 -2.809949373E-03  1.944710657E-01 
       361  4.802846551E-01 -2.670960396E-03  1.991028568E-01 
       362  4.813654637E-01 -2.534590755E-03  2.038816659E-01 
       363  4.824166171E-01 -2.400915787E-03  2.088105603E-01 
       364 -4.998512306E-01 -2.335295601E-03 -2.326842360E-01 
       365  4.834380261E-01 -2.270016435E-03  2.138989762E-01 
       366  4.844296008E-01 -2.141992972E-03  2.191480771E-01 
       367  4.853913119E-01 -2.016909247E-03  2.245653883E-01 
       368  4.863230700E-01 -1.894856374E-03  2.301620003E-01 
       369  4.872248448E-01 -1.775919513E-03  2.359376221E-01 
       370  4.880965775E-01 -1.660168623E-03  2.419045435E-01 
       371 -4.999311574E-01 -1.580889534E-03 -3.672562551E-01 
       372  4.889382078E-01 -1.547694616E-03  2.480707684E-01 
       373  4.897497063E-01 -1.438561964E-03  2.544458434E-01 
       374  4.905309539E-01 -1.332858082E-03  2.610455325E-01 
       375  4.912819799E-01 -1.230653693E-03  2.678771160E-01 
       376  4.920027254E-01 -1.132011737E-03  2.749597037E-01 
       377  4.926931006E-01 -1.037019350E-03  2.823101315E-01 
       378  4.933531054E-01 -9.457368603E-04  2.899440995E-01 
       379  4.939826804E-01 -8.582268741E-04  2.978906627E-01 
       380 -4.999802934E-01 -8.253881227E-04 -5.060450331E-01 
       381  4.945817664E-01 -7.745591948E-04  3.061775298E-01 
       382  4.951503921E-01 -6.947905998E-04  3.148314875E-01 
       383  4.956884696E-01 -6.189773034E-04  3.238959468E-01 
       384  4.961959683E-01 -5.471901225E-04  3.334125217E-01 
       385  4.966728581E-01 -4.794772004E-04  3.434309877E-01 
       386  4.971191393E-01 -4.158791296E-04  3.540293422E-01 
       387  4.975347530E-01 -3.564531836E-04  3.652889320E-01 
       388  4.979196680E-01 -3.012477352E-04  3.773094783E-01 
       389  4.982738863E-01 -2.502989464E-04  3.902278306E-01 
       390  4.985973754E-01 -2.036492965E-04  4.042179097E-01 
       391  4.988901379E-01 -1.613245656E-04  4.194964849E-01 
       392  4.991521124E-01 -1.233685665E-04  4.363990272E-01 
       393  4.993833005E-01 -8.980940610E-05  4.546786803E-01 
       394 -4.999985667E-01 -7.025296904E-05 -6.470683434E-01 
       395  4.995837020E-01 -6.067909613E-05  4.784280255E-01 
       396  4.996826563E-01 -4.625563033E-05  4.940495978E-01 
       397  4.997900143E-01 -3.060725759E-05  5.172871989E-01 
       398  4.998810392E-01 -1.733957695E-05  5.495425083E-01 
       399  4.999434263E-01 -8.246107503E-06  5.862406645E-01 
       400  4.999802091E-01 -2.884693160E-06  6.253957060E-01 
       401  5.000000000E-01  0.000000000E+00  6.381363995E-01 
       402  4.999803087E-01  3.500561076E-06  6.240009436E-01 
       403  4.999319247E-01  1.210189031E-05  5.763597639E-01 
       404  4.998370924E-01  2.896045735E-05  5.311207840E-01 
       405  4.997129410E-01  5.103111660E-05  5.007267110E-01 
       406  4.996144847E-01  6.853392199E-05  4.838467651E-01 
       407  4.994448978E-01  9.864831418E-05  4.611160307E-01 
       408  4.992444932E-01  1.342315076E-04  4.428474832E-01 
       409  4.990133007E-01  1.752648288E-04  4.258984211E-01 
       410  4.987513203E-01  2.217284250E-04  4.103535336E-01 
       411  4.984585519E-01  2.736223153E-04  3.959479864E-01 
       412  4.981350553E-01  3.309029883E-04  3.825047289E-01 
       413  4.977808303E-01  3.935892393E-04  3.698619589E-01 
       414  4.973959068E-01  4.616350986E-04  3.579127959E-01 
       415  4.969802849E-01  5.350463126E-04  3.465496822E-01 
       416  4.965339942E-01  6.137851659E-04  3.357111568E-01 
       417 -4.999860149E-01  6.900516525E-04 -7.904370292E-01 
       418  4.960570944E-01  6.978233136E-04  3.253283698E-01 
       419  4.955495856E-01  7.871522530E-04  3.153340803E-01 
       420  4.950114974E-01  8.817517070E-04  3.056979530E-01 
       421  4.944428598E-01  9.815689655E-04  2.963865360E-01 
       422  4.938437621E-01  1.086591777E-03  2.873593474E-01 
       423  4.932141745E-01  1.196786095E-03  2.786007657E-01 
       424  4.925541567E-01  1.312116533E-03  2.700818161E-01 
       425  4.918637682E-01  1.432557236E-03  2.617749773E-01 
       426 -4.999425695E-01  1.451052329E-03 -9.346933392E-01 
       427  4.911430090E-01  1.558080832E-03  2.536709095E-01 
       428  4.903919686E-01  1.688628202E-03  2.457520520E-01 
       429  4.896107065E-01  1.824180107E-03  2.379996753E-01 
       430  4.887991931E-01  1.964695692E-03  2.304118777E-01 
