nodenumber     x-coordinate     y-coordinate pressure-coefficient 
         1 -2.611622392E-01 -3.755189722E-02  1.155016193E-01 
         2 -2.578056703E-01 -3.755027247E-02  1.141940376E-01 
         3 -2.645026842E-01 -3.754813674E-02  1.168796344E-01 
         4 -2.544332158E-01 -3.754330011E-02  1.129549175E-01 
         5 -2.678268264E-01 -3.753894659E-02  1.183261455E-01 
         6 -2.510450248E-01 -3.753103260E-02  1.117836977E-01 
         7 -2.711344274E-01 -3.752429661E-02  1.198454897E-01 
         8 -2.476413656E-01 -3.751353622E-02  1.106734969E-01 
         9 -2.744252787E-01 -3.750412440E-02  1.214403790E-01 
        10 -2.442224169E-01 -3.749084863E-02  1.096225768E-01 
        11 -2.776992311E-01 -3.747841021E-02  1.231104971E-01 
        12 -2.407884022E-01 -3.746302532E-02  1.086311180E-01 
        13 -2.809560165E-01 -3.744710645E-02  1.248619390E-01 
        14 -2.373395153E-01 -3.743010795E-02  1.076993345E-01 
        15 -2.841954858E-01 -3.741018650E-02  1.266891269E-01 
        16 -2.338759946E-01 -3.739216682E-02  1.068250548E-01 
        17 -2.874174006E-01 -3.736763524E-02  1.285971225E-01 
        18 -2.303980339E-01 -3.734925413E-02  1.060043216E-01 
        19 -2.906216120E-01 -3.731939063E-02  1.305930481E-01 
        20 -2.269058565E-01 -3.730142572E-02  1.052373092E-01 
        21 -2.938078516E-01 -3.726543660E-02  1.326756448E-01 
        22 -2.233996862E-01 -3.724873811E-02  1.045240956E-01 
        23 -2.969759705E-01 -3.720575463E-02  1.348438303E-01 
        24 -2.198797165E-01 -3.719127206E-02  1.038583857E-01 
        25 -3.001257899E-01 -3.714032979E-02  1.371032178E-01 
        26 -2.163461860E-01 -3.712906625E-02  1.032418452E-01 
        27 -3.032570713E-01 -3.706912551E-02  1.394522530E-01 
        28 -2.127992882E-01 -3.706221193E-02  1.026705938E-01 
        29 -3.063696360E-01 -3.699214807E-02  1.418960231E-01 
        30 -2.092392767E-01 -3.699073365E-02  1.021459165E-01 
        31 -2.056663450E-01 -3.691473778E-02  1.016668632E-01 
        32 -3.094633050E-01 -3.690935062E-02  1.444359073E-01 
        33 -2.020807168E-01 -3.683426946E-02  1.012260551E-01 
        34 -3.125378699E-01 -3.682075729E-02  1.470724534E-01 
        35 -1.984826154E-01 -3.674939229E-02  1.008293097E-01 
        36 -3.155931518E-01 -3.672632535E-02  1.498104484E-01 
        37 -1.948722646E-01 -3.666018102E-02  1.004732584E-01 
        38 -3.186289718E-01 -3.662606815E-02  1.526498530E-01 
        39 -1.912498877E-01 -3.656672038E-02  1.001526794E-01 
        40 -3.216451214E-01 -3.651996807E-02  1.555927992E-01 
        41 -1.876157084E-01 -3.646905923E-02  9.986760107E-02 
        42 -3.246414217E-01 -3.640803912E-02  1.586399665E-01 
        43 -1.839699501E-01 -3.636726517E-02  9.962160924E-02 
        44 -3.276176940E-01 -3.629026731E-02  1.617935316E-01 
        45 -1.803128363E-01 -3.626142720E-02  9.940948415E-02 
        46 -3.305737594E-01 -3.616666677E-02  1.650589462E-01 
        47 -1.766446056E-01 -3.615161928E-02  9.922640042E-02 
        48 -1.729654515E-01 -3.603789442E-02  9.907605991E-02 
        49 -3.335094093E-01 -3.603722717E-02  1.684343615E-01 
        50 -1.692756425E-01 -3.592034131E-02  9.895666635E-02 
        51 -3.364244946E-01 -3.590199165E-02  1.719179716E-01 
        52 -1.655753721E-01 -3.579901997E-02  9.886561697E-02 
        53 -3.393188367E-01 -3.576094347E-02  1.755185276E-01 
        54 -1.618648788E-01 -3.567400872E-02  9.880450510E-02 
        55 -3.421922269E-01 -3.561409671E-02  1.792375518E-01 
        56 -1.581444011E-01 -3.554538894E-02  9.876813062E-02 
        57 -3.450444864E-01 -3.546146993E-02  1.830727928E-01 
        58 -1.544141624E-01 -3.541322126E-02  9.875859663E-02 
        59 -3.478754660E-01 -3.530309989E-02  1.870262274E-01 
        60 -1.506743863E-01 -3.527760491E-02  9.877197985E-02 
        61 -3.506849872E-01 -3.513899139E-02  1.911001083E-01 
        62 -1.469253113E-01 -3.513858914E-02  9.880708354E-02 
        63 -1.431671757E-01 -3.499625595E-02  9.886732236E-02 
        64 -3.534728709E-01 -3.496918082E-02  1.952966566E-01 
        65 -1.394001881E-01 -3.485068703E-02  9.894751906E-02 
        66 -3.562389386E-01 -3.479368018E-02  1.996180654E-01 
        67 -1.356246021E-01 -3.470195663E-02  9.904669719E-02 
        68 -3.589830410E-01 -3.461253685E-02  2.040632902E-01 
        69 -1.318406409E-01 -3.455012824E-02  9.916582827E-02 
        70 -3.617049696E-01 -3.442577777E-02  2.086377164E-01 
        71 -1.280485432E-01 -3.439527348E-02  9.930782946E-02 
        72 -1.242485472E-01 -3.423749525E-02  9.946630514E-02 
        73 -3.644046053E-01 -3.423343616E-02  2.133386335E-01 
        74 -1.204408691E-01 -3.407684326E-02  9.964346660E-02 
        75 -3.670817394E-01 -3.403556390E-02  2.181703416E-01 
        76 -1.166257623E-01 -3.391341623E-02  9.983653959E-02 
        77 -3.697362527E-01 -3.383217328E-02  2.231374018E-01 
        78 -1.128034577E-01 -3.374724296E-02  1.000486968E-01 
        79 -3.723679067E-01 -3.362333006E-02  2.282362481E-01 
        80 -1.089741788E-01 -3.357845526E-02  1.002767893E-01 
        81 -3.749766122E-01 -3.340907574E-02  2.334720865E-01 
        82 -1.051381790E-01 -3.340709861E-02  1.005139226E-01 
        83 -1.012956817E-01 -3.323324731E-02  1.007674370E-01 
        84 -3.775621903E-01 -3.318944800E-02  2.388445866E-01 
        85 -9.744693300E-02 -3.305696899E-02  1.010345984E-01 
        86 -3.801244621E-01 -3.296451311E-02  2.443589660E-01 
        87 -9.359216372E-02 -3.287835284E-02  1.013146036E-01 
        88 -3.826632788E-01 -3.273430201E-02  2.500132558E-01 
        89 -8.973161983E-02 -3.269747970E-02  1.016012133E-01 
        90 -8.586553224E-02 -3.251438842E-02  1.019000061E-01 
        91 -3.851784911E-01 -3.249890602E-02  2.558084135E-01 
        92 -8.199413942E-02 -3.232917902E-02  1.022109951E-01 
        93 -3.876699504E-01 -3.225833894E-02  2.617515584E-01 
        94 -7.811767983E-02 -3.214192885E-02  1.025256245E-01 
        95 -3.901374776E-01 -3.201268795E-02  2.678392398E-01 
        96 -7.423639930E-02 -3.195268377E-02  1.028496416E-01 
        97 -3.925809239E-01 -3.176201000E-02  2.740761619E-01 
        98 -7.035053629E-02 -3.176153292E-02  1.031834070E-01 
        99 -6.646032178E-02 -3.156855421E-02  1.035221295E-01 
       100 -3.950001401E-01 -3.150636110E-02  2.804656144E-01 
       101 -6.256600169E-02 -3.137381433E-02  1.038659709E-01 
       102 -3.973950072E-01 -3.124580975E-02  2.870073304E-01 
       103 -5.866781439E-02 -3.117736649E-02  1.042186351E-01 
       104 -3.997653462E-01 -3.098043423E-02  2.937057904E-01 
       105 -5.476600581E-02 -3.097930286E-02  1.045773817E-01 
       106 -5.086081062E-02 -3.077968023E-02  1.049416810E-01 
       107 -4.021110382E-01 -3.071028383E-02  3.005684353E-01 
       108 -4.695247105E-02 -3.057858853E-02  1.053099263E-01 
       109 -4.044319042E-01 -3.043543799E-02  3.076201122E-01 
       110 -4.304122918E-02 -3.037606813E-02  1.056826634E-01 
       111 -3.912732721E-02 -3.017220625E-02  1.060623115E-01 
       112 -4.067278250E-01 -3.015596768E-02  3.148606364E-01 
       113 -3.521100358E-02 -2.996707676E-02  1.064423363E-01 
       114 -4.089986517E-01 -2.987196556E-02  3.222820366E-01 
       115 -3.129250043E-02 -2.976073073E-02  1.068264069E-01 
       116 -4.112442354E-01 -2.958346907E-02  3.298878852E-01 
       117 -2.737206181E-02 -2.955324757E-02  1.072141551E-01 
       118 -2.344992800E-02 -2.934468167E-02  1.076042716E-01 
       119 -4.134644270E-01 -2.929058220E-02  3.376698162E-01 
       120 -1.952634114E-02 -2.913510026E-02  1.079987762E-01 
       121 -4.156591371E-01 -2.899337498E-02  3.456323600E-01 
       122 -1.560154153E-02 -2.892457805E-02  1.083949492E-01 
       123 -1.167577514E-02 -2.871319535E-02  1.087881587E-01 
       124 -4.178282168E-01 -2.869192755E-02  3.537726291E-01 
       125 -7.749282126E-03 -2.850097334E-02  1.091846934E-01 
       126 -4.199714873E-01 -2.838633472E-02  3.620980744E-01 
       127 -3.822303850E-03 -2.828802510E-02  1.095793256E-01 
       128 -4.220888594E-01 -2.807664445E-02  3.706112866E-01 
       129  1.049166831E-04 -2.807437644E-02  1.099710284E-01 
       130  4.032137271E-03 -2.786011037E-02  1.103640679E-01 
       131 -4.241801839E-01 -2.776296851E-02  3.793121632E-01 
       132  7.959115770E-03 -2.764528123E-02  1.107534727E-01 
       133 -4.262453418E-01 -2.744537203E-02  3.882054218E-01 
       134  1.188560909E-02 -2.742995423E-02  1.111416273E-01 
       135  1.581137598E-02 -2.721419426E-02  1.115261299E-01 
       136 -4.282842138E-01 -2.712395087E-02  3.972912043E-01 
       137  1.973617616E-02 -2.699805549E-02  1.119074954E-01 
       138 -4.302966511E-01 -2.679878428E-02  4.065765961E-01 
       139  2.365976376E-02 -2.678159775E-02  1.122867933E-01 
       140  2.758189844E-02 -2.656488770E-02  1.126620178E-01 
       141 -4.322825346E-01 -2.646995414E-02  4.160613117E-01 
       142  3.150233807E-02 -2.634797764E-02  1.130330387E-01 
       143 -4.342417748E-01 -2.613755321E-02  4.257494518E-01 
       144  3.542084234E-02 -2.613092534E-02  1.134006428E-01 
       145  3.933716724E-02 -2.591378875E-02  1.137644120E-01 
       146 -4.361741931E-01 -2.580166284E-02  4.356451249E-01 
       147  4.325107058E-02 -2.569663247E-02  1.141222673E-01 
       148  4.716231395E-02 -2.547949990E-02  1.144750997E-01 
       149 -4.380797001E-01 -2.546237536E-02  4.457500048E-01 
       150  5.107065518E-02 -2.526245409E-02  1.148233605E-01 
       151 -4.399582066E-01 -2.511976801E-02  4.560672726E-01 
       152  5.497585211E-02 -2.504554719E-02  1.151649807E-01 
       153  5.887766259E-02 -2.482883148E-02  1.155009504E-01 
       154 -4.418095635E-01 -2.477393753E-02  4.666010200E-01 
       155  6.277585188E-02 -2.461236265E-02  1.158300537E-01 
       156 -4.436336520E-01 -2.442495938E-02  4.773581220E-01 
       157  6.667017412E-02 -2.439618928E-02  1.161521440E-01 
       158  7.056039086E-02 -2.418036520E-02  1.164666257E-01 
       159 -4.454303826E-01 -2.407291708E-02  4.883392840E-01 
       160  7.444625623E-02 -2.396493726E-02  1.167729674E-01 
       161  7.832753923E-02 -2.374996098E-02  1.170698478E-01 
       162 -4.471996363E-01 -2.371791289E-02  4.995439195E-01 
       163  8.220400142E-02 -2.353547931E-02  1.173558210E-01 
       164 -4.489412939E-01 -2.336003526E-02  5.109800192E-01 
       165  8.607539692E-02 -2.332153894E-02  1.176314166E-01 
       166  8.994148730E-02 -2.310819007E-02  1.178975786E-01 
       167 -4.506552367E-01 -2.299935243E-02  5.226516783E-01 
       168  9.380203411E-02 -2.289547903E-02  1.181553214E-01 
       169  9.765680638E-02 -2.268344348E-02  1.184058765E-01 
       170 -4.523414049E-01 -2.263595454E-02  5.345610468E-01 
       171  1.015055582E-01 -2.247213509E-02  1.186478894E-01 
       172 -4.539996500E-01 -2.226992869E-02  5.467119340E-01 
       173  1.053480586E-01 -2.226158780E-02  1.188806040E-01 
       174  1.091840617E-01 -2.205184981E-02  1.191039020E-01 
       175 -4.556299124E-01 -2.190135657E-02  5.591064017E-01 
       176  1.130133440E-01 -2.184296000E-02  1.193150818E-01 
       177  1.168356521E-01 -2.163495063E-02  1.195160127E-01 
       178 -4.572320433E-01 -2.153033036E-02  5.717479443E-01 
       179  1.206507624E-01 -2.142787117E-02  1.197047519E-01 
       180  1.244584441E-01 -2.122174468E-02  1.198814673E-01 
       181 -4.588059835E-01 -2.115692308E-02  5.846399040E-01 
       182  1.282584437E-01 -2.101661722E-02  1.200469579E-01 
       183  1.320505452E-01 -2.081251696E-02  1.201999024E-01 
       184 -4.603516140E-01 -2.078122095E-02  5.977840402E-01 
       185  1.358345101E-01 -2.060947911E-02  1.203414232E-01 
       186  1.396101000E-01 -2.040753357E-02  1.204706878E-01 
       187 -4.618688159E-01 -2.040331377E-02  6.111827331E-01 
       188  1.433770914E-01 -2.020671187E-02  1.205866330E-01 
       189 -4.633575598E-01 -2.002326025E-02  6.248381746E-01 
       190  1.471352310E-01 -2.000704191E-02  1.206881074E-01 
       191  1.508843100E-01 -1.980854816E-02  1.207759596E-01 
       192 -4.648177267E-01 -1.964115177E-02  6.387496958E-01 
       193  1.546240901E-01 -1.961126353E-02  1.208483670E-01 
       194  1.583543328E-01 -1.941520177E-02  1.209065935E-01 
       195 -4.662491979E-01 -1.925707492E-02  6.529173683E-01 
       196  1.620748146E-01 -1.922039748E-02  1.209498481E-01 
       197  1.657853119E-01 -1.902686067E-02  1.209777843E-01 
       198 -4.676519441E-01 -1.887108655E-02  6.673422885E-01 
       199  1.694855864E-01 -1.883462241E-02  1.209908022E-01 
       200  1.731753995E-01 -1.864369584E-02  1.209871645E-01 
       201 -4.690258167E-01 -1.848327498E-02  6.820218649E-01 
       202  1.768545576E-01 -1.845409423E-02  1.209689060E-01 
       203  1.805227923E-01 -1.826584133E-02  1.209342753E-01 
       204 -4.703707567E-01 -1.809371321E-02  6.969509374E-01 
       205  1.841799101E-01 -1.807894296E-02  1.208832563E-01 
       206  1.878256724E-01 -1.789341401E-02  1.208165575E-01 
       207  1.914598557E-01 -1.770926727E-02  1.207326734E-01 
       208 -4.716866751E-01 -1.770248042E-02  7.121249413E-01 
       209  1.950822364E-01 -1.752650839E-02  1.206314217E-01 
       210  1.986925911E-01 -1.734514490E-02  1.205132185E-01 
       211 -4.729735132E-01 -1.730963231E-02  7.275377504E-01 
       212  2.022906962E-01 -1.716518580E-02  1.203772452E-01 
       213  2.058763281E-01 -1.698663147E-02  1.202243934E-01 
       214 -4.742311822E-01 -1.691524557E-02  7.431788705E-01 
       215  2.094492634E-01 -1.680949235E-02  1.200536313E-01 
       216  2.130092785E-01 -1.663375799E-02  1.198659800E-01 
       217 -4.754596234E-01 -1.651938475E-02  7.590349351E-01 
       218  2.165561796E-01 -1.645943699E-02  1.196613785E-01 
       219  2.200897134E-01 -1.628652051E-02  1.194391679E-01 
       220 -4.766587183E-01 -1.612213476E-02  7.750895305E-01 
       221  2.236096862E-01 -1.611501001E-02  1.192002932E-01 
       222  2.271158596E-01 -1.594489807E-02  1.189440452E-01 
       223  2.306080398E-01 -1.577617537E-02  1.186717393E-01 
       224 -4.778284085E-01 -1.572354962E-02  7.913232490E-01 
       225  2.340860032E-01 -1.560883452E-02  1.183842140E-01 
       226  2.375495265E-01 -1.544286954E-02  1.180803872E-01 
       227 -4.789686354E-01 -1.532369072E-02  8.077099709E-01 
       228  2.409984157E-01 -1.527826222E-02  1.177605637E-01 
       229  2.444324325E-01 -1.511500827E-02  1.174246499E-01 
       230  2.478513832E-01 -1.495308552E-02  1.170725420E-01 
       231 -4.800793406E-01 -1.492262000E-02  8.242182162E-01 
       232  2.512550442E-01 -1.479247909E-02  1.167060285E-01 
       233  2.546432367E-01 -1.463317203E-02  1.163242959E-01 
       234 -4.811604065E-01 -1.452041479E-02  8.408092908E-01 
       235  2.580156924E-01 -1.447514765E-02  1.159278324E-01 
       236  2.613722623E-01 -1.431838521E-02  1.155167487E-01 
       237  2.647127081E-01 -1.416286246E-02  1.150915923E-01 
       238 -4.822118344E-01 -1.411710752E-02  8.574363013E-01 
       239  2.680368507E-01 -1.400855691E-02  1.146530877E-01 
       240  2.713444519E-01 -1.385544612E-02  1.142012500E-01 
       241 -4.832335367E-01 -1.371277209E-02  8.740418950E-01 
       242  2.746353030E-01 -1.370350408E-02  1.137370741E-01 
       243  2.779092550E-01 -1.355270453E-02  1.132607253E-01 
       244  2.811660395E-01 -1.340302236E-02  1.127727779E-01 
       245 -4.842254262E-01 -1.330746464E-02  8.905570088E-01 
       246  2.844055077E-01 -1.325442838E-02  1.122736888E-01 
       247  2.876274210E-01 -1.310689033E-02  1.117648203E-01 
       248  2.908316304E-01 -1.296038101E-02  1.112468571E-01 
       249 -4.851874748E-01 -1.290123719E-02  9.068973361E-01 
       250  2.940178678E-01 -1.281487407E-02  1.107191310E-01 
       251  2.971859840E-01 -1.267033233E-02  1.101833169E-01 
       252  3.003358002E-01 -1.252672234E-02  1.096409750E-01 
       253 -4.861195959E-01 -1.249415771E-02  9.229624201E-01 
       254  3.034670780E-01 -1.238401590E-02  1.090920575E-01 
       255  3.065796386E-01 -1.224217690E-02  1.085378015E-01 
       256  3.096733032E-01 -1.210117504E-02  1.079785279E-01 
       257 -4.870217627E-01 -1.208625368E-02  9.386321866E-01 
       258  3.127478631E-01 -1.196097073E-02  1.074158234E-01 
       259  3.158031394E-01 -1.182153473E-02  1.068508660E-01 
       260  3.188389534E-01 -1.168282971E-02  1.062834345E-01 
       261 -4.878939182E-01 -1.167758850E-02  9.537603533E-01 
       262  3.218550964E-01 -1.154481958E-02  1.057161096E-01 
       263  3.248513896E-01 -1.140747323E-02  1.051489342E-01 
       264  3.278276542E-01 -1.127075171E-02  1.045829145E-01 
       265 -4.887360069E-01 -1.126820624E-02  9.681718707E-01 
       266  3.307837113E-01 -1.113462143E-02  1.040200037E-01 
       267  3.337193523E-01 -1.099904953E-02  1.034607135E-01 
       268  3.366344282E-01 -1.086399617E-02  1.029075316E-01 
       269 -4.895480027E-01 -1.085814627E-02  9.816544938E-01 
       270  3.395287601E-01 -1.072942885E-02  1.023628104E-01 
       271  3.424021395E-01 -1.059531920E-02  1.018269871E-01 
       272  3.452543874E-01 -1.046163003E-02  1.013019541E-01 
