nodenumber     x-coordinate     y-coordinate pressure-coefficient 
         1 -2.407884940E-01 -3.412229169E-02 -6.478788812E-02 
         2 -2.373396070E-01 -3.412118647E-02 -6.444296146E-02 
         3 -2.442225087E-01 -3.412036162E-02 -6.512742096E-02 
         4 -2.338760862E-01 -3.411706819E-02 -6.409356453E-02 
         5 -2.476414573E-01 -3.411538482E-02 -6.546303910E-02 
         6 -2.303981251E-01 -3.410995536E-02 -6.374170910E-02 
         7 -2.510451164E-01 -3.410734650E-02 -6.579684288E-02 
         8 -2.269059475E-01 -3.409986257E-02 -6.338733239E-02 
         9 -2.544333071E-01 -3.409623179E-02 -6.612939473E-02 
        10 -2.233997768E-01 -3.408679449E-02 -6.302746753E-02 
        11 -2.578057611E-01 -3.408201492E-02 -6.645670038E-02 
        12 -2.198798066E-01 -3.407079056E-02 -6.266646226E-02 
        13 -2.611623295E-01 -3.406466621E-02 -6.677485679E-02 
        14 -2.163462756E-01 -3.405183402E-02 -6.230189329E-02 
        15 -2.645027739E-01 -3.404416678E-02 -6.708638992E-02 
        16 -2.127993774E-01 -3.402997817E-02 -6.193579863E-02 
        17 -2.678269153E-01 -3.402050890E-02 -6.739573927E-02 
        18 -2.092393653E-01 -3.400518114E-02 -6.156433098E-02 
        19 -2.711345154E-01 -3.399367066E-02 -6.769790230E-02 
        20 -2.056664330E-01 -3.397750769E-02 -6.118744497E-02 
        21 -2.744253655E-01 -3.396361157E-02 -6.799081568E-02 
        22 -2.020808041E-01 -3.394693669E-02 -6.080992353E-02 
        23 -2.776993167E-01 -3.393032334E-02 -6.827735529E-02 
        24 -1.984827022E-01 -3.391349344E-02 -6.042596353E-02 
        25 -2.809561007E-01 -3.389378044E-02 -6.855273467E-02 
        26 -1.948723507E-01 -3.387717523E-02 -6.003663381E-02 
        27 -2.841955684E-01 -3.385394953E-02 -6.882222064E-02 
        28 -1.912499732E-01 -3.383801789E-02 -5.964426462E-02 
        29 -2.874174815E-01 -3.381083341E-02 -6.908392430E-02 
        30 -1.876157932E-01 -3.379600372E-02 -5.924737771E-02 
        31 -2.906216909E-01 -3.376437054E-02 -6.932967001E-02 
        32 -1.839700342E-01 -3.375115133E-02 -5.884160868E-02 
        33 -2.938079284E-01 -3.371454844E-02 -6.956219108E-02 
        34 -1.803129199E-01 -3.370347913E-02 -5.843198703E-02 
        35 -2.969760449E-01 -3.366134505E-02 -6.978311613E-02 
        36 -1.766446885E-01 -3.365299785E-02 -5.801940272E-02 
        37 -3.001258618E-01 -3.360473806E-02 -6.998977968E-02 
        38 -1.729655339E-01 -3.359970054E-02 -5.759956574E-02 
        39 -3.032571405E-01 -3.354469069E-02 -7.018315485E-02 
        40 -1.692757243E-01 -3.354360203E-02 -5.717083402E-02 
        41 -1.655754534E-01 -3.348471327E-02 -5.673563797E-02 
        42 -3.063697022E-01 -3.348119108E-02 -7.035828839E-02 
        43 -1.618649596E-01 -3.342303817E-02 -5.629272583E-02 
        44 -3.094633681E-01 -3.341418460E-02 -7.051593790E-02 
        45 -1.581444814E-01 -3.335858762E-02 -5.584138615E-02 
        46 -3.125379295E-01 -3.334367704E-02 -7.065531812E-02 
        47 -1.544142423E-01 -3.329136225E-02 -5.538042553E-02 
        48 -3.155932077E-01 -3.326960704E-02 -7.077090430E-02 
        49 -1.506744658E-01 -3.322138728E-02 -5.491184533E-02 
        50 -3.186290239E-01 -3.319196567E-02 -7.086613899E-02 
        51 -1.469253905E-01 -3.314865572E-02 -5.443512496E-02 
        52 -3.216451694E-01 -3.311072018E-02 -7.093800320E-02 
        53 -1.431672546E-01 -3.307317864E-02 -5.394700830E-02 
        54 -3.246414654E-01 -3.302584071E-02 -7.098462215E-02 
        55 -1.394002669E-01 -3.299496366E-02 -5.344851160E-02 
        56 -3.276177331E-01 -3.293729750E-02 -7.100516866E-02 
        57 -1.356246807E-01 -3.291402521E-02 -5.294024616E-02 
        58 -3.305737936E-01 -3.284506444E-02 -7.099566187E-02 
        59 -1.318407194E-01 -3.283035982E-02 -5.242020520E-02 
        60 -3.335094384E-01 -3.274910467E-02 -7.095531912E-02 
        61 -1.280486216E-01 -3.274397531E-02 -5.188566937E-02 
        62 -1.242486257E-01 -3.265489347E-02 -5.133980777E-02 
        63 -3.364245185E-01 -3.264940267E-02 -7.088821508E-02 
        64 -1.204409478E-01 -3.256311483E-02 -5.078230116E-02 
        65 -3.393188550E-01 -3.254592915E-02 -7.078443932E-02 
        66 -1.166258412E-01 -3.246866051E-02 -5.021293480E-02 
        67 -3.421922393E-01 -3.243862907E-02 -7.063925289E-02 
        68 -1.128035368E-01 -3.237150651E-02 -4.962649475E-02 
        69 -3.450444926E-01 -3.232749727E-02 -7.045907869E-02 
        70 -1.089742583E-01 -3.227170680E-02 -4.902603421E-02 
        71 -3.478754659E-01 -3.221250834E-02 -7.023692498E-02 
        72 -1.051382589E-01 -3.216924378E-02 -4.841403097E-02 
        73 -3.506849805E-01 -3.209361461E-02 -6.997210217E-02 
        74 -1.012957622E-01 -3.206413932E-02 -4.778506510E-02 
        75 -3.534728573E-01 -3.197081113E-02 -6.966210626E-02 
        76 -9.744701401E-02 -3.195639732E-02 -4.714064395E-02 
        77 -9.359224541E-02 -3.184602961E-02 -4.647856339E-02 
        78 -3.562389178E-01 -3.184404725E-02 -6.929990756E-02 
        79 -8.973170227E-02 -3.173307183E-02 -4.580341682E-02 
        80 -3.589830129E-01 -3.171330702E-02 -6.888920263E-02 
        81 -8.586561553E-02 -3.161749959E-02 -4.511066733E-02 
