nodenumber     x-coordinate     y-coordinate pressure-coefficient 
         1 -3.422735631E-01 -4.373798147E-02 -7.318308027E-01 
         2 -3.306559324E-01 -4.369522259E-02 -6.859541414E-01 
         3 -3.535533845E-01 -4.368707538E-02 -7.811086639E-01 
         4 -3.187119961E-01 -4.356768355E-02 -6.432267431E-01 
         5 -3.644843102E-01 -4.353364184E-02 -8.337354873E-01 
         6 -3.064535260E-01 -4.336408153E-02 -6.034661617E-01 
         7 -3.750555217E-01 -4.326900467E-02 -8.894546568E-01 
         8 -2.938926220E-01 -4.309283197E-02 -5.665929041E-01 
         9 -3.852566183E-01 -4.288476706E-02 -9.479184509E-01 
        10 -2.810416818E-01 -4.276193678E-02 -5.324912298E-01 
        11 -2.679134011E-01 -4.237886891E-02 -5.010591342E-01 
        12 -3.950774968E-01 -4.237303510E-02 -1.008730941E+00 
        13 -2.545207143E-01 -4.195046052E-02 -4.721780937E-01 
        14 -4.045085013E-01 -4.172664881E-02 -1.071855263E+00 
        15 -2.408768386E-01 -4.148285463E-02 -4.455999126E-01 
        16 -2.269952446E-01 -4.098144174E-02 -4.211358912E-01 
        17 -4.135402739E-01 -4.093920067E-02 -1.137195001E+00 
        18 -2.128896415E-01 -4.045084864E-02 -3.986977777E-01 
        19 -4.221639633E-01 -4.000528157E-02 -1.203142458E+00 
        20 -1.985739470E-01 -3.989488259E-02 -3.781242180E-01 
        21 -1.840622723E-01 -3.931663930E-02 -3.592374421E-01 
        22 -4.303710163E-01 -3.892058134E-02 -1.268494864E+00 
        23 -1.693689674E-01 -3.871847689E-02 -3.418657352E-01 
        24 -1.545085013E-01 -3.810204193E-02 -3.258360299E-01 
        25 -4.381533265E-01 -3.768202662E-02 -1.332714321E+00 
        26 -1.394955516E-01 -3.746845573E-02 -3.109846227E-01 
        27 -1.243449450E-01 -3.681825101E-02 -2.971538708E-01 
        28 -4.455032647E-01 -3.628787398E-02 -1.394234787E+00 
        29 -1.090716198E-01 -3.615161031E-02 -2.841927487E-01 
        30 -9.369065613E-02 -3.546837345E-02 -2.719620438E-01 
        31 -7.821723074E-02 -3.476821259E-02 -2.603320531E-01 
        32 -4.524135292E-01 -3.473785892E-02 -1.450814665E+00 
        33 -6.266661733E-02 -3.405064717E-02 -2.491834338E-01 
